weight_g,ram,ram1,android,display,internal,intenal1,camera,speed1,speed,month number,concat,timestamp,approx_price_EUR
152,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,90
141,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,130
105,512,0.5,4.4,3.5,4,4,2,#VALUE!,#VALUE!,5,2014 5,66,50
143,2,2,4.4,5,16,16,16,#VALUE!,#VALUE!,5,2014 5,66,300
,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,5,2014 5,66,
,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,
127,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,
160,512,0.5,4.4,5,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,
115,512,0.5,4.4,3.5,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,
120,256,0.25,4.4,4,512,0.5,3.15,#VALUE!,#VALUE!,5,2014 5,66,60
523,1,1,4.4,10,16,16,5,#VALUE!,#VALUE!,5,2014 5,66,260
342,1,1,4.4,8,16,16,5,#VALUE!,#VALUE!,5,2014 5,66,220
293,1,1,4.4,7,8,8,3.15,#VALUE!,#VALUE!,5,2014 5,66,160
,1,1,4.4,4.7,Err:502,Err:502,5,#VALUE!,#VALUE!,5,2014 5,66,90
142,1,1,4.4,4.3,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,100
142,1,1,4.4,4.3,4,4,5,#VALUE!,#VALUE!,5,2014 5,66,90
124,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,5,2014 5,66,250
143,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,5,2014 5,66,160
165,1.5,1.5,4.4,5.5,8,8,13,#VALUE!,#VALUE!,5,2014 5,66,250
149,2,2,4.4,5.5,16,16,13,#VALUE!,#VALUE!,5,2014 5,66,300
170.1,2,2,OS,5.1,16,16,16,#VALUE!,#VALUE!,5,2014 5,66,530
107,512,0.5,4.1,3.2,4,4,3.15,#VALUE!,#VALUE!,5,2014 5,66,
90.5,512,0.5,4.2,3.5,512,0.5,2,#VALUE!,#VALUE!,6,2014 6,67,
88.2,1,1,4.2,4.5,8,8,5,#VALUE!,#VALUE!,6,2014 6,67,100
,1,1,4.2,8,16,16,5,#VALUE!,#VALUE!,6,2014 6,67,160
100,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,
104,512,0.5,4.2,3.5,4,4,2,#VALUE!,#VALUE!,6,2014 6,67,
118.5,512,0.5,4.2,4,4,4,3.15,#VALUE!,#VALUE!,6,2014 6,67,80
277.6,1,1,4.2,7,8,8,5,#VALUE!,#VALUE!,6,2014 6,67,
160,1,1,4.2,5,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,160
100,512,0.5,4.2,4,512,0.5,3.15,#VALUE!,#VALUE!,6,2014 6,67,
,512,0.5,4.2,3.5,512,0.5,2,#VALUE!,#VALUE!,6,2014 6,67,
120,512,0.5,4.2,4,512,0.5,2,#VALUE!,#VALUE!,6,2014 6,67,
,1,1,4.2,5.5,8,8,13,#VALUE!,#VALUE!,6,2014 6,67,220
110,512,0.5,4.2,4,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
100,256,0.25,4.3,3.5,512,0.5,3.15,#VALUE!,#VALUE!,6,2014 6,67,
118.7,512,0.5,4.3,4,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,130
150,1,1,4.3,4.3,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,90
140,1,1,4.3,5,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,270
149,Err:502,Err:502,4.3,4.7,8,8,5,#VALUE!,#VALUE!,6,2014 6,67,210
245,1.5,1.5,4.3,7,16,16,8,#VALUE!,#VALUE!,6,2014 6,67,360
,1,1,4.3,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
155.4,2,2,4.3,5,8,8,13,#VALUE!,#VALUE!,6,2014 6,67,
100,1,1,4.4,4.7,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,
588.7,2,2,4.4,9.7,16,16,5,#VALUE!,#VALUE!,6,2014 6,67,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,
175,512,0.5,4.4,5.8,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
164,2,2,4.4,5.7,16,16,13,#VALUE!,#VALUE!,6,2014 6,67,260
110,1,1,4.4,5,8,8,13,#VALUE!,#VALUE!,6,2014 6,67,180
155,2,2,4.4,5,16,16,8,#VALUE!,#VALUE!,6,2014 6,67,200
155,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,200
130,512,0.5,4.4,4,4,4,2,#VALUE!,#VALUE!,6,2014 6,67,90
360,2,2,4.4,8,43540,42.51953125,5,#VALUE!,#VALUE!,6,2014 6,67,200
325,1,1,4.4,8,8,8,Err:502,#VALUE!,#VALUE!,6,2014 6,67,100
299,2,2,4.4,8,43540,42.51953125,5,#VALUE!,#VALUE!,6,2014 6,67,240
320,1,1,4.4,8,16,16,5,#VALUE!,#VALUE!,6,2014 6,67,150
295,1,1,4.4,7,43473,42.4541015625,5,#VALUE!,#VALUE!,6,2014 6,67,130
328,Err:502,Err:502,4.4,8,43473,42.4541015625,5,#VALUE!,#VALUE!,6,2014 6,67,200
299,1,1,4.4,7,43473,42.4541015625,5,#VALUE!,#VALUE!,6,2014 6,67,210
595,2,2,4.4,10,43540,42.51953125,5,#VALUE!,#VALUE!,6,2014 6,67,400
550,1,1,4.4,10,43473,42.4541015625,2,#VALUE!,#VALUE!,6,2014 6,67,220
150,1,1,4.4,5,8,8,13,#VALUE!,#VALUE!,6,2014 6,67,190
,512,0.5,4.4,3.2,4,4,2,#VALUE!,#VALUE!,6,2014 6,67,60
127,1,1,4.4,4.3,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,190
140,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
,2,2,4.4,5.5,32,32,16,#VALUE!,#VALUE!,6,2014 6,67,300
,512,0.5,4.4,5,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,90
160,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
100,256,0.25,4.4,3.5,512,0.5,1.3,#VALUE!,#VALUE!,6,2014 6,67,
130.3,1,1,4.4,4,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,250
123.8,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,220
108,512,0.5,4.4,3.5,4,4,3.15,#VALUE!,#VALUE!,6,2014 6,67,100
107.6,512,0.5,4.4,3.5,4,4,2,#VALUE!,#VALUE!,6,2014 6,67,120
138,768,0.75,4.4,4.5,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,130
132,1.5,1.5,4.4,4.8,16,16,8,#VALUE!,#VALUE!,6,2014 6,67,270
145,2,2,4.4,5.1,16,16,16,#VALUE!,#VALUE!,6,2014 6,67,420
163,3,3,4.4,5,16,16,20.7,#VALUE!,#VALUE!,6,2014 6,67,250
148,1,1,4.4,5.3,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,200
192,2,2,4.4,4.7,64,64,13,#VALUE!,#VALUE!,6,2014 6,67,8290
162,1,1,4.4,5,4,4,5,#VALUE!,#VALUE!,6,2014 6,67,150
100,1,1,4.4,4.7,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,
,2,2,4.4,5,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,
,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
180,1,1,4.4,5,8,8,13,#VALUE!,#VALUE!,6,2014 6,67,
180,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,6,2014 6,67,
130,3,3,4.4,5,43540,42.51953125,13,#VALUE!,#VALUE!,6,2014 6,67,290
120,1.5,1.5,4.4,4.5,16,16,8,#VALUE!,#VALUE!,6,2014 6,67,220
160,2,2,4.4,5,16,16,Err:502,#VALUE!,#VALUE!,6,2014 6,67,300
145,Err:502,Err:502,4.4,5,43473,42.4541015625,8,#VALUE!,#VALUE!,6,2014 6,67,210
134,1,1,4.4,4.5,8,8,8,#VALUE!,#VALUE!,6,2014 6,67,100
158,2,2,4.4,5.1,16,16,16,#VALUE!,#VALUE!,6,2014 6,67,500
298,3,3,4.4,8.4,43540,42.51953125,8,#VALUE!,#VALUE!,6,2014 6,67,370
294,3,3,4.4,8.4,43540,42.51953125,8,#VALUE!,#VALUE!,6,2014 6,67,300
467,3,3,4.4,10,43540,42.51953125,8,#VALUE!,#VALUE!,6,2014 6,67,440
145,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,6,2014 6,67,420
145,3,3,4.4,5.1,43540,42.51953125,16,#VALUE!,#VALUE!,6,2014 6,67,550
465,3,3,Wea,10,43540,42.51953125,8,#VALUE!,#VALUE!,6,2014 6,67,370
63,512,0.5,Wea,1.6,4,4,Err:502,#VALUE!,#VALUE!,6,2014 6,67,90
59,512,0.5,4.2,1.6,4,4,Err:502,#VALUE!,#VALUE!,6,2014 6,67,
116,512,0.5,4.2,4,4,4,3.15,#VALUE!,#VALUE!,7,2014 7,68,40
150,2,2,4.2,5.5,16,16,16,#VALUE!,#VALUE!,7,2014 7,68,310
,2,2,4.2,5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,160
133,2,2,4.2,5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,200
105,512,0.5,4.2,3.5,4,4,2,#VALUE!,#VALUE!,7,2014 7,68,60
,1,1,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,
131,512,0.5,4.2,4,4,4,3.15,#VALUE!,#VALUE!,7,2014 7,68,
,1,1,4.2,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,80
,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,80
115,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,
,512,0.5,4.2,3.5,4,4,2,#VALUE!,#VALUE!,7,2014 7,68,
102,256,0.25,4.2,3.5,512,0.5,2,#VALUE!,#VALUE!,7,2014 7,68,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,
,1,1,4.4,10,8,8,3.15,#VALUE!,#VALUE!,7,2014 7,68,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,90
146.4,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,230
165,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,7,2014 7,68,
137,1.5,1.5,4.4,4.5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,280
130,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,50
187.1,2,2,4.4,4.5,16,16,8,#VALUE!,#VALUE!,7,2014 7,68,300
180,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,150
142,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,7,2014 7,68,100
,512,0.5,4.4,3,4,4,2,#VALUE!,#VALUE!,7,2014 7,68,50
,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,210
,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,140
,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,170
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,90
123,1,1,4.4,5,4,4,13,#VALUE!,#VALUE!,7,2014 7,68,
173.8,1,1,4.4,6,16,16,8,#VALUE!,#VALUE!,7,2014 7,68,190
120.6,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,
141,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,240
125,1,1,4.4,5,8,8,13,#VALUE!,#VALUE!,7,2014 7,68,
194,1,1,4.4,5.5,4,4,8,#VALUE!,#VALUE!,7,2014 7,68,
107,256,0.25,4.4,3.5,512,0.5,5,#VALUE!,#VALUE!,7,2014 7,68,
136.9,1.5,1.5,4.4,4.5,16,16,5,#VALUE!,#VALUE!,7,2014 7,68,160
123,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,7,2014 7,68,90
129,512,0.5,4.4,4.3,4,4,3.15,#VALUE!,#VALUE!,7,2014 7,68,90
189,1,1,4.4,6,4,4,8,#VALUE!,#VALUE!,7,2014 7,68,
210,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,
156,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,7,2014 7,68,
,2,2,4.4,5,32,32,13,#VALUE!,#VALUE!,7,2014 7,68,270
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,7,2014 7,68,
123,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,7,2014 7,68,
142,1,1,4.4,4.5,4,4,13,#VALUE!,#VALUE!,7,2014 7,68,
,3,3,4.4,5.5,32,32,13,#VALUE!,#VALUE!,7,2014 7,68,250
160,2,2,4.4,5.5,32,32,13,#VALUE!,#VALUE!,7,2014 7,68,240
143,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,7,2014 7,68,180
149.7,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,250
149.7,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,190
390,2,2,4.4,8,32,32,5,#VALUE!,#VALUE!,7,2014 7,68,300
134,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,7,2014 7,68,190
149.7,3,3,4.4,5.5,32,32,13,#VALUE!,#VALUE!,7,2014 7,68,300
390,2,2,4.4,8,16,16,5,#VALUE!,#VALUE!,7,2014 7,68,230
149,Err:502,Err:502,5,5,43632,42.609375,13,#VALUE!,#VALUE!,7,2014 7,68,230
535.8,1,1,4.2,10,16,16,5,#VALUE!,#VALUE!,7,2014 7,68,270
,512,0.5,4.2,3.5,4,4,3.15,#VALUE!,#VALUE!,8,2014 8,69,
116,1,1,4.2,4.7,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,150
98,256,0.25,4.2,3.5,2,2,2,#VALUE!,#VALUE!,8,2014 8,69,
,512,0.5,4.2,3.9,512,0.5,3.15,#VALUE!,#VALUE!,8,2014 8,69,60
,2,2,4.2,5,32,32,13,#VALUE!,#VALUE!,8,2014 8,69,
185,2,2,4.2,5.5,8,8,13,#VALUE!,#VALUE!,8,2014 8,69,160
128,1,1,4.2,4.5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,130
165,2,2,4.2,5,32,32,13,#VALUE!,#VALUE!,8,2014 8,69,
156,1,1,4.2,5,16,16,8,#VALUE!,#VALUE!,8,2014 8,69,130
93,256,0.25,4.3,3.5,512,0.5,1.3,#VALUE!,#VALUE!,8,2014 8,69,
136,1.5,1.5,4.3,4.5,8,8,5,#VALUE!,#VALUE!,8,2014 8,69,
132.5,1,1,4.3,4.5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,140
150,2,2,4.3,5,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,330
115,1,1,4.3,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,120
117.9,2,2,4.4,4.7,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,210
,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,190
114,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,130
101,512,0.5,4.4,3.5,4,4,2,#VALUE!,#VALUE!,8,2014 8,69,80
149.1,1,1,4.4,5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,90
150,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,100
149.7,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,230
138,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
160,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,
166,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,110
156,512,0.5,4.4,4.7,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
170,512,0.5,4.4,5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,80
171,512,0.5,4.4,5,4,4,3.15,#VALUE!,#VALUE!,8,2014 8,69,
147,1,1,4.4,5,8,8,5,#VALUE!,#VALUE!,8,2014 8,69,90
135,2,2,4.4,5,8,8,13,#VALUE!,#VALUE!,8,2014 8,69,
164,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,350
158,1,1,4.4,4.7,8,8,5,#VALUE!,#VALUE!,8,2014 8,69,200
151,2,2,4.4,5,43540,42.51953125,Err:502,#VALUE!,#VALUE!,8,2014 8,69,250
124,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,8,2014 8,69,
,1,1,4.4,5.4,16,16,8,#VALUE!,#VALUE!,8,2014 8,69,
,1,1,4.4,5,8,8,13,#VALUE!,#VALUE!,8,2014 8,69,110
,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,8,2014 8,69,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
,256,0.25,4.4,3.5,2,2,2,#VALUE!,#VALUE!,8,2014 8,69,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
,256,0.25,4.4,3.5,2,2,2,#VALUE!,#VALUE!,8,2014 8,69,
,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,8,2014 8,69,
119,512,0.5,4.4,4.3,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,90
,512,0.5,4.4,4.3,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,90
163,1,1,4.4,5.5,8,8,13,#VALUE!,#VALUE!,8,2014 8,69,240
137,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,100
145,1,1,4.4,4.5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,110
167,1.5,1.5,4.4,5.7,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,270
146.8,2,2,4.4,5.2,32,32,13,#VALUE!,#VALUE!,8,2014 8,69,360
,1,1,4.4,5.5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
125.9,1,1,4.4,4.3,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,240
152,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,8,2014 8,69,
133,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,170
244,512,0.5,4.4,7,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,120
145,2,2,4.4,5.1,43540,42.51953125,16,#VALUE!,#VALUE!,8,2014 8,69,390
124,512,0.5,4.4,4,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,100
141,1.5,1.5,4.4,5,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,180
180,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,
180,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,
180,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,
130,256,0.25,4.4,3.5,512,0.5,2,#VALUE!,#VALUE!,8,2014 8,69,
113.8,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,8,2014 8,69,
184,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,8,2014 8,69,
174,512,0.5,4.4,5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,100
,1,1,4.4,5,4,4,5,#VALUE!,#VALUE!,8,2014 8,69,
,2,2,4.4,5,16,16,8,#VALUE!,#VALUE!,8,2014 8,69,170
294.8,1,1,4.4,7,16,16,5,#VALUE!,#VALUE!,8,2014 8,69,190
179,3,3,4.4,6,32,32,16,#VALUE!,#VALUE!,8,2014 8,69,430
344,1,1,4.4,8,43540,42.51953125,5,#VALUE!,#VALUE!,8,2014 8,69,240
168.1,1.5,1.5,4.4,5.7,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,300
149,1,1,4.4,4.8,8,8,8,#VALUE!,#VALUE!,8,2014 8,69,200
115,2,2,4.4,4.7,32,32,12,#VALUE!,#VALUE!,8,2014 8,69,450
115,2,2,4.4,4.7,32,32,12,#VALUE!,#VALUE!,8,2014 8,69,390
118,1.5,1.5,4.2,4.5,16,16,8,#VALUE!,#VALUE!,8,2014 8,69,250
,1,1,4.2,4.5,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,120
,1,1,4.2,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,120
116,512,0.5,4.2,3.5,256,0.25,2,#VALUE!,#VALUE!,9,2014 9,70,
,2,2,4.3,4.7,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,110
360,1,1,4.3,8,43473,42.4541015625,5,#VALUE!,#VALUE!,9,2014 9,70,150
129,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,170
375,2,2,4.4,8.9,43540,42.51953125,8,#VALUE!,#VALUE!,9,2014 9,70,310
337,1,1,4.4,7,43473,42.4541015625,2,#VALUE!,#VALUE!,9,2014 9,70,120
290,1,1,4.4,6,43473,42.4541015625,2,#VALUE!,#VALUE!,9,2014 9,70,90
,1,1,4.4,5.5,8,8,13,#VALUE!,#VALUE!,9,2014 9,70,
147,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,180
124.7,2,2,4.4,5,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,
185,2,2,4.4,4.7,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,460
158,2,2,4.4,5.5,32,32,13,#VALUE!,#VALUE!,9,2014 9,70,430
231,512,0.5,4.4,7,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,
,1,1,4.4,5.5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,
120,2,2,4.4,5,32,32,13,#VALUE!,#VALUE!,9,2014 9,70,270
150,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,9,2014 9,70,150
149,1,1,4.4,5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,120
147,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,130
327,1,1,4.4,8,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,250
310,2,2,4.4,8,43473,42.4541015625,5,#VALUE!,#VALUE!,9,2014 9,70,280
175,2,2,4.4,6,16,16,13.1,#VALUE!,#VALUE!,9,2014 9,70,460
279,2,2,4.4,7,43540,42.51953125,5,#VALUE!,#VALUE!,9,2014 9,70,240
269,2,2,4.4,7,43540,42.51953125,5,#VALUE!,#VALUE!,9,2014 9,70,240
299,1,1,4.4,7,43473,42.4541015625,2,#VALUE!,#VALUE!,9,2014 9,70,130
150,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,300
128,1,1,4.4,4.5,4,4,8,#VALUE!,#VALUE!,9,2014 9,70,80
135,2,2,4.4,5,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,100
97.7,1,1,4.4,4.8,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,240
2005,2,2,4.4,17,32,32,0.9,#VALUE!,#VALUE!,9,2014 9,70,370
158,16,0.015625,4.4,5.5,8,8,13,#VALUE!,#VALUE!,9,2014 9,70,260
155,2,2,4.4,5.5,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,320
160,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,180
153,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,130
,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,9,2014 9,70,
134,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,110
170,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,120
299,2,2,4.4,8,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,150
138.9,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,50
129.6,1,1,4.4,4.5,Err:502,Err:502,5,#VALUE!,#VALUE!,9,2014 9,70,100
,1,1,4.4,5,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,
,1,1,4.4,4.7,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,150
,2,2,4.4,5,8,8,13,#VALUE!,#VALUE!,9,2014 9,70,170
,512,0.5,4.4,4,4,4,2,#VALUE!,#VALUE!,9,2014 9,70,70
138,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,
155,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,9,2014 9,70,
107,512,0.5,4.4,3.3,4,4,2,#VALUE!,#VALUE!,9,2014 9,70,100
123,512,0.5,4.4,4,4,4,3.15,#VALUE!,#VALUE!,9,2014 9,70,80
393,1.5,1.5,4.4,8,16,16,3.15,#VALUE!,#VALUE!,9,2014 9,70,600
393,1.5,1.5,4.4,8,16,16,3.15,#VALUE!,#VALUE!,9,2014 9,70,500
143.8,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,190
143.8,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,170
180,512,0.5,4.4,5,4,4,8,#VALUE!,#VALUE!,9,2014 9,70,
142,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,90
140,1,1,4.4,5,4,4,8,#VALUE!,#VALUE!,9,2014 9,70,180
175,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,160
124,1,1,4.4,4.7,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,200
,1,1,4.4,4,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,
,1,1,4.4,4.5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,
,1,1,4.4,4.5,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,
189.9,2,2,4.4,5.7,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,200
,1,1,4.4,5,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,180
,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,170
135,512,0.5,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,120
165,2,2,4.4,5.5,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,260
204,2,2,4.4,4.7,16,16,20.1,#VALUE!,#VALUE!,9,2014 9,70,830
185,2,2,4.4,6,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,340
270,3,3,4.4,8,16,16,8.1,#VALUE!,#VALUE!,9,2014 9,70,380
155,2,2,4.4,5.5,16,16,13,#VALUE!,#VALUE!,9,2014 9,70,340
194,1.5,1.5,4.4,6,16,16,8,#VALUE!,#VALUE!,9,2014 9,70,340
160,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,100
147,2,2,4.4,5.3,43540,42.51953125,20.7,#VALUE!,#VALUE!,9,2014 9,70,340
126,1,1,4.4,4.3,8,8,5,#VALUE!,#VALUE!,9,2014 9,70,200
152,3,3,4.4,5.2,43540,42.51953125,20.7,#VALUE!,#VALUE!,9,2014 9,70,400
156,1,1,4.4,5,8,8,8,#VALUE!,#VALUE!,9,2014 9,70,140
,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,80
107,1,1,4.4,4.5,4,4,5,#VALUE!,#VALUE!,9,2014 9,70,90
