ram1,android,weight_g,speed final,display,camera,intenal1,approx_price_EUR
2,4.4,-1,1.7,5,16,32,240
2,4.4,154,2,5,16,16,350
3,4.4,154,2.7,5.5,13,32,330
1,4.4,143,1.2,4.5,5,8,140
3,4.4,730.2,1.9,12,8,-1,420
1,4.4,508,1.3,10,5,16,190
2,4.4,508,1.5,10,5,32,230
0.5,4.4,121.1,1.3,4,5,4,60
1,4.4,97,1.7,4.8,8,16,230
1,4.4,525,1.4,10,5,8,200
1,4.4,148.8,1.6,4.5,5,8,160
0.5,4.4,106,1,4,3.15,4,70
1,4.4,305,1.3,6.9,5,8,140
1,4.4,146,1.2,4.7,8,8,240
1,4.4,155,1.2,5.5,13,16,260
1,4.4,156,1.3,5,8,16,100
1,4.4,160,1.3,5,8,8,100
1,4.4,175,1.2,5.5,8,8,210
0.5,4.4,130,1.3,4,5,4,70
2,4.4,948,1.3,13,8,32,410
1,4.4,117,1.3,4,5,8,90
2,4.4,145,2.5,5.1,16,16,380
1,4.4,152,1.2,5,8,8,150
0.5,4.4,159,1.2,5,8,4,110
1,4.4,-1,1.3,5,13,8,150
2,4.4,165,1.2,5.5,13,8,200
2,4.4,619,1.8,10,8,16,300
2,4.4,419,1.3,8,8,16,230
1,4.4,-1,1.3,4.5,5,8,80
2,4.4,305,2.3,8.4,8,16,250
3,4.4,149,2.5,5.5,13,32,250
1,4.4,160,1.2,5,8,8,150
2,4.4,142,1.5,5,16,16,200
2,4.4,182,1.5,5.9,13,32,250
3,4.4,158,2,5.5,20.7,16,400
2,4.4,155,1.7,5.2,13,16,400
2,4.4,192,2.3,5.5,16,32,550
2,4.4,123,1.2,5,13,16,260
2,4.4,123,1.2,5,13,16,290
1,4.4,110.3,1.2,4.5,8,16,230
3,4.4,170.6,2.5,5.2,20.7,32,370
3,4.4,169,2.7,5.2,21,-1,290
2,4.4,160,2.3,5,-1,16,260
2,4.4,154,2.3,5.2,13,16,380
1,4.4,110.3,1.2,4.5,8,16,190
3,4.4,175,2.7,5.7,16,16,500
2,5,425,2.3,8.9,8,16,300
3,5,184,2.7,5.9,13,-1,420
0.5,4.4,122,1.3,4,5,4,80
2,4.4,139.2,2.1,4.7,16,16,300
1,4.4,160,1.2,5,8,-1,100
1,4.4,299,1.3,7,5,8,130
1,4.4,180.3,1.3,5,8,8,170
1,4.4,160,1.2,6,8,16,200
2,4.4,200,1.4,4.5,8,16,320
1,4.4,173,1.4,5.5,13,8,160
1,4.4,-1,1.3,5,8,8,130
1,4.4,153.7,1.2,4.5,8,4,100
1,4.4,135,1.4,5,8,8,150
1,4.4,148,1.2,5.5,8,4,120
1,4.4,155,1.3,5,8,8,140
1,4.4,-1,1.3,4.5,8,8,90
1,4.4,-1,1.3,4.7,8,8,100
1.5,4.4,137,1.2,4.5,5,16,180
1,4.4,290,1.2,4,8,16,700
1,4.4,270,1.2,2.6,5,8,490
-1,4.4,129,1.2,5,13,16,260
1,4.4,130,1.2,4.5,5,8,150
3,4.4,176,2.7,5.2,21,64,300
2,5,318,2.3,7.9,8,32,320
2,4.2,120,2.2,5.5,13,16,180
1,4.2,156,1.3,4.7,8,8,100
2,4.4,140,1.5,5,8,8,80
0.5,4.4,150,1.3,4.5,5,4,80
0.5,4.4,130,1,3.5,2,4,130
1,4.4,173,1.2,6,8,8,200
3,4.4,185,1.8,6,13,64,500
2,4.4,130,2.3,5,13,16,330
1,4.4,150,1.3,4.5,5,8,140
2,4.4,177,1.6,6,13,16,210
1,4.4,164,1.2,5,13,8,150
1,4.4,174,1.3,5,10,8,130
1,4.4,128,1.2,5,8,16,80
1,4.4,170,1.7,6,13,8,160
0.5,4.4,-1,1.3,4,2,4,60
2,4.4,-1,1.7,4.7,13,16,240
1,4.4,-1,1.3,4.5,8,8,110
1,4.4,-1,1.3,4.5,5,8,100
0.5,4.4,-1,1,4,3.15,4,60
1,4.4,-1,1.4,5.5,13,8,130
1,4.4,-1,1.4,5,8,8,110
1,4.4,-1,1.3,5,8,8,120
1,4.4,136.1,1.2,4.5,5,8,80
1.8,3,4.4,165,1.8,5.5,-1,62
3,4.4,149,2.5,5,13,16,230
1,4.4,160,1.7,5,8,8,190
1,4.4,160,1.2,5,8,8,180
2,4.4,145,1.7,5.5,13,16,130
2,4.4,156,1.7,5.5,13,16,470
2,4.4,116,1.5,5,13,16,200
2,4.1,145,1.7,5,13,16,510
0.5,4.1,104.6,1,3,2,4,90
0.75,4.1,190,1,5,5,4,100
0.75,4.1,128.7,1,4,3.15,4,120
0.5,4.1,128.7,1,4,3.15,4,100
0.5,4.1,105,1,3.1,2,4,120
1,4.2,149,1.5,4.5,8,16,190
1,4.2,180,1.3,5.5,5,4,270
1,4.2,620,1.6,10,3.15,8,350
1,4.2,140,1.3,5,13,16,200
1,4.2,151,1.3,4.7,8,8,170
-1,4.2,190,-1,5,8,-1,80
-1,4.2,156,-1,4.5,3.15,-1,60
0.5,4.2,250,1.3,7,3.15,4,110
1,4.2,-1,1.3,5,8,4,140
1.7,2,4.2,133,1.7,5,13,63
1,4.2,128,1.3,5,8,8,200
2,4.2,190,1.3,5.3,8,16,250
0.5,4.2,130,1.3,4.5,5,4,160
1,4.2,134,1.2,4.7,13,4,200
0.5,4.2,122,1.3,4,5,4,100
0.5,4.2,78,1,2.8,2,4,90
3,4.2,150.5,2.1,5.5,16,32,470
1,4.2,232,1.3,6.4,8,4,240
1,4.2,140,1.7,5,8,8,240
0.5,4.2,115,-1,4,5,4,120
1,4.2,313,1,7.8,2,16,120
1,4.2,329,1.6,8,5,8,300
-1,4.2,137,1.2,4.5,5,8,260
1,4.2,354.4,1.5,7,-1,8,70
2,4.2,239,1.6,7,13,16,350
1,4.3,182,1.2,5.9,8,8,280
1,4.3,130,1.2,4,5,4,120
2,4.3,143.5,1.4,5,13,16,310
1,4.3,-1,1.2,8,5,8,280
1,4.3,115,1.2,4.5,8,8,240
1,4.3,115,1.2,4.5,8,4,250
0.5,4.3,145,1.2,4.5,5,4,100
1,4.3,148,1.2,4.8,8,8,180
1,4.3,126,1.2,5,8,8,280
1,4.3,116,1.2,4.5,8,-1,200
1,4.3,110,1.2,4.5,8,4,160
2,4.3,615,1.6,10,8,16,260
1,4.3,148,1.2,4.8,8,8,170
1,4.4,285,1.2,7,-1,4,80
1,4.4,162,1.3,5,5,4,140
1,4.4,143.5,1.2,4.7,8,8,200
1,4.4,129.6,1.2,4.5,5,-1,200
1,4.4,121,1.7,4.7,13,8,240
1,4.4,121,1.2,4.7,8,8,160
1,4.4,126,1.2,4.7,5,8,170
1,4.4,124,1.2,4.5,5,4,150
1,4.4,126.6,1.2,4.5,5,4,130
0.5,4.4,114,1.2,3.5,3.15,4,80
0.5,4.4,113.4,1.2,3.5,3.15,4,90
3,4.4,426,2.3,10,8.1,16,380
3,4.4,172,2.2,5.9,13,16,310
2,4.4,144.9,2.5,5.1,16,16,480
1,4.4,121,1.2,4.7,8,8,180
1,4.4,125,1.2,4.7,5,8,290
3,4.4,439,2.3,10,8.1,16,350
1.5,4.4,165,1.6,5.5,13,8,250
2,4.4,145,2.5,5.1,16,16,360
3,4.4,163,2.3,5.2,20.7,16,260
2,4.4,145,2.3,5,8,32,150
-1,4.4,140,1.7,5,13,16,180
0.5,-1,76,1.2,1.6,-1,4,160
0.5,4.2,126,1.3,4,3.15,4,70
0.5,4.2,180,1.3,5,5,4,100
1,4.2,139,1.2,4.5,5,8,200
-1,4.2,177,-1,5,8,-1,80
-1,4.2,199,1.7,5.5,13,8,120
1,4.2,-1,1.3,5,8,8,160
1,4.2,120,1.3,4,5,4,100
1,4.2,-1,1.3,6,8,4,170
1,4.2,161,1.4,5.5,5,4,160
1,4.2,112,1.2,4,5,8,180
2,4.2,339.9,1.5,8.3,5,16,220
1,4.3,160,1.2,5,8,4,170
3,4.3,171,2.5,5.5,13,32,440
2,4.3,170,2.3,5.5,13,16,370
2,4.3,215,2.5,6.4,13,-1,350
2,4.4,150,2.3,5,13,16,320
2,4.4,-1,1.5,5.5,13,16,200
2,4.4,-1,1.7,5,16,16,220
1,4.4,-1,1.7,5,13,16,170
2,4.4,150,2.3,5,13,16,250
2,4.4,160,2.3,5,-1,32,250
2,4.4,160,2.3,5,-1,16,250
2,4.4,145,1.9,5.1,16,16,380
2,4.4,360,2.2,7.9,8,16,240
-1,4,136.1,1,4,5,-1,110
0.5,4.2,135,1.3,4.5,3.15,4,70
0.25,4.2,101,1,3.5,1.3,0.5,70
0.5,4.2,121,1.3,4,8,4,100
0.5,4.2,136,1.3,4.5,5,4,100
1,4.2,177,1.2,5.5,8,4,150
-1,4.2,155,-1,4,2,-1,60
1,4.2,-1,1.3,4.5,8,4,140
1,4.2,206,1.3,6,8,4,180
1,4.2,112,1.2,4.7,8,4,150
1,4.2,143.1,1.7,4.7,13,16,290
0.5,4.2,130,1,4,5,4,100
0.5,4.2,140,1.3,4.5,5,4,140
0.5,4.2,121,1.3,4,2,4,50
1,4.2,145,1.3,4.5,5,4,70
1,4.2,360,1.3,8,5,8,140
1,4.2,327,1.3,7,2,8,80
1,4.2,-1,1.3,6,5,8,100
-1,4.2,165,1.2,4.6,5,-1,250
0.5,4.2,117,1.3,4,3.15,4,50
1,4.2,298,-1,7,2,16,110
1,4.2,-1,1.6,7,5,8,90
-1,4.2,152,2.2,5.5,16,32,290
1,4.2,550,1.3,10,5,16,190
1,4.2,320,1.3,7,5,8,120
1,4.3,115,1.2,4.5,8,8,180
1,4.3,140,1.6,5,13,16,290
1,4.3,-1,1.2,4,5,4,80
1,4.3,119,1.7,4.7,8,4,200
1.5,4.3,132,1.4,4.8,8,16,300
1,4.4,298,-1,7,5,16,150
1,4.4,-1,1.2,5,5,4,120
1,4.4,123.9,1.2,4.7,5,8,220
1,4.4,126,1.2,4.3,5,4,150
2,4.4,200,1.3,4.8,20.7,8,440
0.5,4.4,123,1.2,4,5,4,120
1.5,4.4,276,1.2,7,3.15,8,190
1.5,4.4,276,1.2,7,3.15,8,240
1.5,4.4,276,1.2,7,3.15,8,280
1.5,4.4,320,1.2,8,3.15,16,270
1.5,4.4,320,1.2,8,3.15,16,300
1.5,4.4,320,1.2,8,3.15,16,350
1.5,4.4,487,1.2,10,3.15,16,270
1.5,4.4,487,1.2,10,3.15,16,310
2,4.4,130,1.6,5,8,16,200
1.5,4.4,487,1.2,10,3.15,16,300
3,4.4,162,2.5,5.5,13,16,250
0.5,4.2,100,1,3.5,2,4,80
1,4.2,171.5,1.7,6,8,8,180
1,4.2,-1,1.3,5,8,4,110
0.5,4.2,125,1,4,5,4,130
0.5,4.2,-1,1,4,5,4,80
0.5,4.2,-1,1,3.5,2,0.5,60
0.5,4.2,-1,1,4.5,3.15,4,80
0.5,4.2,-1,1.3,4,3.15,4,60
1,4.2,166,1.3,5,5,4,130
1,4.2,167,1.3,5,8,4,130
1,4.2,88.2,1.3,4.5,5,8,120
0.5,4.2,-1,1.3,4.7,5,4,80
1,4.2,-1,1.3,4.7,5,4,200
0.5,4.2,125,1.3,4,3.15,4,100
1,4.2,143,1.3,4.7,8,8,200
1,4.2,294.8,1,7,2,8,70
1,4.2,150,1.4,5,8,4,180
2,4.2,162,1.7,5.5,13,32,200
1,4.2,146,1.4,5.3,13,8,150
1,4.2,192,1.3,6,8,8,120
1,4.2,165,1.3,5,5,4,110
0.5,4.2,-1,1.3,4,2,4,60
2,4.2,129,1.7,5,13,16,340
2,4.2,129,1.7,5,13,16,260
1,4.2,136,1.7,5,8,8,150
1,4.3,290,1.2,7,2,-1,100
1,4.3,-1,1.2,4,5,4,80
1,4.3,-1,1.2,5,8,4,120
1,4.3,158,1.6,4.7,8,8,90
0.5,4.4,119.8,1.3,4,3.15,4,90
1,4.4,137,1.2,4.5,13,16,250
1,4.4,140,1.6,5,8,8,200
1,4.4,138,1.2,4.5,8,8,100
1,4.4,136.1,1.2,4.7,8,8,130
1,4.4,-1,1.3,4.5,5,4,80
1,4.4,354.4,1.3,7,-1,8,80
0.5,4.4,152,1.2,4.5,5,4,90
1,4.4,141,1.3,4.5,5,4,130
0.5,4.4,105,1,3.5,2,4,50
2,4.4,143,2,5,16,16,300
0.25,4.4,120,-1,4,3.15,0.5,60
1,4.4,523,1.2,10,5,16,260
1,4.4,342,1.2,8,5,16,220
1,4.4,293,1.2,7,3.15,8,160
1,4.4,-1,1.3,4.7,5,-1,90
1,4.4,142,1.2,4.3,5,4,100
1,4.4,142,1.2,4.3,5,4,90
2,4.4,124,1.8,5,13,16,250
1,4.4,143,1.2,4.5,5,8,160
1.5,4.4,165,1.6,5.5,13,8,250
2,4.4,149,2.5,5.5,13,16,300
2,4.4,170.1,2.5,5.1,16,16,530
1,4.2,88.2,1.3,4.5,5,8,100
1,4.2,-1,1.2,8,5,16,160
0.5,4.2,118.5,1.3,4,3.15,4,80
1,4.2,160,1.2,5,5,4,160
1,4.2,-1,1.7,5.5,13,8,220
0.5,4.3,118.7,1.2,4,5,4,130
1,4.3,150,1.2,4.3,5,4,90
1,4.3,140,1.6,5,8,8,270
-1,4.3,149,1.2,4.7,5,8,210
1.5,4.3,245,1.2,7,8,16,360
2,4.4,164,1.7,5.7,13,16,260
1,4.4,110,1.3,5,13,8,180
2,4.4,155,1.2,5,8,16,200
1,4.4,155,1.2,5,8,4,200
0.5,4.4,130,1,4,2,4,90
2,4.4,360,1.8,8,5,16,200
1,4.4,325,-1,8,-1,8,100
2,4.4,299,2.3,8,5,16,240
1,4.4,320,1.3,8,5,16,150
1,4.4,295,1.8,7,5,8,130
-1,4.4,328,1.3,8,5,8,200
1,4.4,299,1.8,7,5,8,210
2,4.4,595,1.8,10,5,16,400
1,4.4,550,1.8,10,2,8,220
1,4.4,150,1.3,5,13,8,190
0.5,4.4,-1,1,3.2,2,4,60
1,4.4,127,1.2,4.3,5,4,190
2,4.4,-1,2,5.5,16,32,300
0.5,4.4,-1,1.2,5,5,4,90
1,4.4,130.3,1.2,4,5,4,250
0.5,4.4,123.8,1,4,5,4,220
0.5,4.4,108,1,3.5,3.15,4,100
0.5,4.4,107.6,1,3.5,2,4,120
0.75,4.4,138,1.2,4.5,5,4,130
1.5,4.4,132,1.4,4.8,8,16,270
2,4.4,145,2.5,5.1,16,16,420
3,4.4,163,2.3,5,20.7,16,250
1,4.4,148,1.4,5.3,8,8,200
1,4.4,162,1.3,5,5,4,150
3,4.4,130,1.7,5,13,16,290
1.5,4.4,120,1.4,4.5,8,16,220
2,4.4,160,2.3,5,-1,16,300
-1,4.4,145,1.2,5,8,8,210
1,4.4,134,1.2,4.5,8,8,100
2,4.4,158,2.5,5.1,16,16,500
3,4.4,298,2.3,8.4,8,16,370
3,4.4,294,1.9,8.4,8,16,300
3,4.4,467,2.3,10,8,16,440
2,4.4,145,2.5,5,13,16,420
3,4.4,145,2.5,5.1,16,16,550
3,4.4,465,1.9,10,8,16,370
0.5,-1,63,1.2,1.6,-1,4,90
0.5,4.2,116,1.3,4,3.15,4,40
2,4.2,150,2.3,5.5,16,16,310
2,4.2,-1,1.3,5,13,16,160
2,4.2,133,1.7,5,13,16,200
0.5,4.2,105,1.2,3.5,2,4,60
1,4.2,-1,1.3,4,5,4,80
0.5,4.2,-1,1.3,4,5,4,80
0.5,4.4,-1,1.3,4,5,4,90
1,4.4,146.4,1.5,5.5,8,8,230
1.5,4.4,137,1.2,4.5,13,16,280
0.5,4.4,130,1.2,4,5,4,50
2,4.4,187.1,1.4,4.5,8,16,300
2,4.4,180,1.7,5,13,16,150
0.5,4.4,142,1.3,4,3.15,4,100
0.5,4.4,-1,1,3,2,4,50
1,4.4,-1,1.2,5,8,8,210
1,4.4,-1,1.3,5.5,8,8,140
1,4.4,-1,1.5,5,8,8,170
0.5,4.4,-1,1.3,4,5,4,90
1,4.4,173.8,1.3,6,8,16,190
2,4.4,141,1.2,5,13,16,240
1.5,4.4,136.9,1.2,4.5,5,16,160
0.5,4.4,123,1.2,4,3.15,4,90
0.5,4.4,129,1.2,4.3,3.15,4,90
2,4.4,-1,2,5,13,32,270
3,4.4,-1,2.5,5.5,13,32,250
2,4.4,160,2.5,5.5,13,32,240
2,4.4,143,2,5,13,16,180
1,4.4,149.7,1.2,5.5,8,8,250
1,4.4,149.7,1.2,5.5,8,8,190
2,4.4,390,2.2,8,5,32,300
1,4.4,134,1.2,5,8,8,190
3,4.4,149.7,2.5,5.5,13,32,300
2,4.4,390,2.2,8,5,16,230
-1,4.4,149,2.5,5,13,16,230
1,5,535.8,1.2,10,5,16,270
1,4.2,116,1.5,4.7,13,16,150
0.5,4.2,-1,1,3.9,3.15,0.5,60
2,4.2,185,1.6,5.5,13,8,160
1,4.2,128,1.3,4.5,5,4,130
1,4.2,156,1.3,5,8,16,130
1,4.3,132.5,1.2,4.5,5,4,140
2,4.3,150,1.6,5,13,16,330
1,4.3,115,1.2,5,8,4,120
2,4.3,117.9,1.2,4.7,13,16,210
2,4.4,-1,1.7,5,13,16,190
0.5,4.4,114,1.3,4,5,4,130
0.5,4.4,101,1,3.5,2,4,80
1,4.4,149.1,1.2,5,5,4,90
0.5,4.4,150,1.3,4.5,5,4,100
1,4.4,149.7,1.4,5,8,8,230
1,4.4,166,1.3,5,8,4,110
0.5,4.4,170,1.3,5,5,4,80
1,4.4,147,1.3,5,5,8,90
2,4.4,164,2.3,5,13,16,350
1,4.4,158,1.2,4.7,5,8,200
2,4.4,151,2.5,5,-1,16,250
1,4.4,-1,1.3,5,13,8,110
0.5,4.4,119,1.3,4.3,5,4,90
0.5,4.4,-1,1.3,4.3,5,4,90
1,4.4,163,1.3,5.5,13,8,240
1,4.4,137,1.3,5,8,8,100
1,4.4,145,1.2,4.5,8,4,110
1.5,4.4,167,1.2,5.7,8,8,270
2,4.4,146.8,2.2,5.2,13,32,360
1,4.4,125.9,1.5,4.3,8,8,240
1,4.4,133,1.3,5,8,8,170
1,4.4,-1,1.3,5,8,8,120
2,4.4,145,2.5,5.1,16,16,390
0.5,4.4,124,1.2,4,5,4,100
1.5,4.4,141,1.2,5,8,8,180
0.5,4.4,174,1.3,5,5,4,100
2,4.4,-1,1.4,5,8,16,170
1,4.4,294.8,1.2,7,5,16,190
3,4.4,179,2.5,6,16,32,430
1,4.4,344,1.2,8,5,16,240
1.5,4.4,168.1,1.2,5.7,8,8,300
1,4.4,149,1.2,4.8,8,8,200
2,4.4,115,2.5,4.7,12,32,450
2,4.4,115,1.8,4.7,12,32,390
1.5,4.4,118,1.4,4.5,8,16,250
1,4.2,-1,1.3,4.5,5,8,120
1,4.2,-1,1.3,5,8,8,120
2,4.2,-1,1.4,4.7,8,16,110
1,4.3,360,1.2,8,5,8,150
1,4.3,129,1.2,5,8,8,170
2,4.4,375,2.5,8.9,8,16,310
1,4.4,337,1.5,7,2,8,120
1,4.4,290,1.5,6,2,8,90
1,4.4,147,1.2,4.5,5,8,180
2,4.4,185,1.2,4.7,8,8,460
2,4.4,158,1.2,5.5,13,32,430
2,4.4,120,2,5,13,32,270
1,4.4,150,1.3,5,8,4,150
1,4.4,149,1.2,5,5,4,120
1,4.4,147,1.2,4.5,5,8,130
1,4.4,327,1.2,8,5,8,250
2,4.4,310,2,8,5,8,280
2,4.4,175,2,6,13.1,16,460
2,4.4,279,1.8,7,5,16,240
2,4.4,269,1.8,7,5,16,240
1,4.4,299,1.3,7,2,8,130
1,4.4,150,1.6,4.5,5,8,300
1,4.4,128,1.2,4.5,8,4,80
2,4.4,135,1.2,5,13,16,100
1,4.4,97.7,1.7,4.8,8,16,240
2,4.4,2005,1.5,17,0.9,32,370
0.015625,4.4,158,1.3,5.5,13,8,260
2,4.4,155,1.7,5.5,13,16,320
1,4.4,160,1.2,5,8,8,180
1,4.4,153,1.2,4.5,5,4,130
1,4.4,134,1.2,5,8,8,110
1,4.4,170,1.3,5,8,8,120
2,4.4,299,1.8,8,8,16,150
1,4.4,138.9,1.2,4.5,5,4,50
1,4.4,129.6,1.2,4.5,5,-1,100
1,4.4,-1,1.4,4.7,8,8,150
2,4.4,-1,1.7,5,13,8,170
0.5,4.4,-1,1.3,4,2,4,70
0.5,4.4,107,1,3.3,2,4,100
0.5,4.4,123,1.2,4,3.15,4,80
1.5,4.4,393,1.2,8,3.15,16,600
1.5,4.4,393,1.2,8,3.15,16,500
1,4.4,143.8,1.2,4.5,5,4,190
1,4.4,143.8,1.2,4.5,5,4,170
0.5,4.4,142,1.2,4.5,5,4,90
1,4.4,140,1.2,5,8,4,180
1,4.4,175,1.3,5,8,8,160
1,4.4,124,1.4,4.7,8,8,200
2,4.4,189.9,1.2,5.7,8,16,200
1,4.4,-1,1.2,5,8,16,180
1,4.4,-1,1.3,5,8,8,170
0.5,4.4,135,1.3,4.5,5,4,120
2,4.4,165,1.2,5.5,13,16,260
2,4.4,204,2.3,4.7,20.1,16,830
2,4.4,185,1.8,6,13,16,340
3,4.4,270,2.5,8,8.1,16,380
2,4.4,155,1.5,5.5,13,16,340
1.5,4.4,194,1.5,6,8,16,340
1,4.4,160,1.2,5,8,8,100
2,4.4,147,2.2,5.3,20.7,16,340
1,4.4,126,1.2,4.3,5,8,200
3,4.4,152,2.5,5.2,20.7,16,400
1,4.4,156,1.2,5,8,8,140
1,4.4,-1,1.3,4.5,5,4,80
1,4.4,107,1.3,4.5,5,4,90
1,4.4,138,1.3,4.5,5,4,80
2,4.4,144,2.5,5.2,13,16,320
1,4.4,149,1.2,5,8,8,160
3,4.4,174,2.7,5.6,16,-1,400
3,4.4,152,2.5,5.2,20.7,16,300
2,4.4,129,2.5,4.6,20.7,16,300
3,4.4,176,2.7,5.7,16,32,440
1,4.4,149,1.2,5,8,8,200
0.5,-1,75,1.2,1.6,-1,4,200
0.5,-1,49,1,1.5,-1,4,190
2,4.3,145,1.2,5,8,8,120
-1,4.4,280,1.2,7,5,8,160
2,4.4,149,1.7,5,13,16,240
2,4.4,156,1.8,5.5,13,32,450
2,4.4,140,1.5,5.3,13,32,330
1,4.4,130,1.2,4.7,8,8,270
2,4.4,130,1.7,5,13,16,340
1,4.4,269,1.3,7,2,8,100
1,4.4,269,1.3,7,-1,8,90
0.5,4.4,125,1,4.5,5,4,60
1,4.4,150,1.2,4.5,5,8,90
1,4.4,180,1.3,5,8,8,140
1,4.4,97,1.7,4.8,8,16,190
1,4.4,150,1.3,5,5,8,120
1,4.4,154,1.7,4.7,8,8,160
0.5,4.4,145,1.3,4.5,5,4,80
1,4.4,310.5,1.2,8,5,8,150
1,4.4,306,1.3,7,5,8,90
0.5,4.4,-1,1.3,4,5,4,90
0.5,4.4,-1,1.3,4,5,4,80
1,4.4,-1,1.3,5,5,8,80
1,4.4,-1,1.3,4.7,8,8,120
1,4.4,135,1.3,5,8,8,180
0.5,4.4,128,1,4,8,4,80
0.25,4.4,112,1.3,4,5,0.5,50
0.5,4.4,-1,1.3,5,5,4,80
0.5,4.4,110,1,4,2,4,50
1,4.4,269,1.3,7,2,16,110
1,4.4,-1,1.3,5,8,8,150
0.5,4.4,156,1.3,5,5,4,80
1,4.4,154,1.3,5,8,8,120
1,4.4,152,1.3,5,8,8,110
2,4.4,128,1.2,5,13,8,280
1,4.4,145,1.3,4.5,5,8,130
2,4.4,850,2.3,12,8,32,490
-1,4.4,855,1.3,10,5,16,240
2,4.4,350,2.3,7.8,8,16,390
1,4.4,128,1.2,5,8,8,100
1,4.4,128,1.5,5,13,8,100
0.75,4.4,122,1.2,4.3,5,4,120
0.5,4.4,122,1.2,4.3,5,4,110
2,4.4,141,1.5,5.5,13,16,300
1.5,4.4,161,1.2,5.2,13,16,260
1.5,4.4,-1,1.2,5,8,16,200
1,4.4,133,1.2,4.7,8,8,130
3,4.4,161,2.5,5.7,13,16,190
2,4.4,141,1.5,5.5,13,16,300
2,4.4,155,1.7,5.5,13,16,130
2,4.4,141,1.2,5.5,13,16,230
-1,5,185,2.3,5.5,13,16,400
-1,5,170,2.3,5.5,13,16,370
1,5,380,1.2,9.6,5,8,250
4,5,161,1.5,5.7,13,64,250
2,5,154,1.5,5,13,16,220
2,5,183,1.7,5.5,13,16,200
2,5,152,1.5,5.5,13,16,270
1,5,155,1.2,5,8,8,240
0.5,4.4,105,1,4,2,4,60
0.5,4.4,145,1.2,5,5,8,80
0.5,4.4,125,1.2,4.5,5,8,70
1,5,143,1.3,4.7,8,16,200
2,5,165,1.5,5.5,13,16,310
2,5,190,1.7,6,13,16,360
3,5.1,155.3,1.3,5.5,13,16,300
1,5.1,155.3,1.3,5.5,13,16,250
3,5.1,-1,1.3,5.5,13,16,120
2,5.1,-1,1.5,5.5,13,8,200
1,5.1,150,1.2,5,8,8,100
1,5.1,140,1,5,8,8,110
1,5.1,467.2,1.1,8,8,16,160
2,5.1,169.8,1.5,5.7,13,16,190
1,5.1,141,1.3,5,8,16,140
4,5.1,155,1.5,5.5,13,32,260
1.5,5.1,149,1.3,5,8,8,140
3,5.1,131,1.5,5,13,32,280
3,5.1,-1,1.3,5,13,32,140
1.5,5.1,172,1.2,5.5,13,8,180
2,5.1,173,1.1,5.5,8,16,130
2,5.1,160,1.3,5,13,16,190
2,5.1,2.65,1.6,18,2.1,-1,640
2,5.1,169.8,2.3,5.5,-1,32,290
3,5.1,140,1.5,5.2,13,32,330
4,5.1,192,1.4,5.7,16,-1,250
2,5.1,169,1.7,5.5,21,16,330
3,5.1,192,1.4,5.4,18,32,450
2,5.1,158,1.2,5.5,13,16,300
3,5.1,138,2.3,5,13,16,270
3,5.1,170.1,1.5,5.4,21,-1,390
3,6,517,1.9,10,8,-1,600
0.75,-1,92.7,1.2,1.3,-1,4,270
0.5,-1,62,1.2,1.3,-1,4,270
0.5,-1,66.5,1.2,1.3,-1,4,240
2,5,162,2,5.5,13,16,170
1,4.4,170,1.3,5.5,8,8,140
1,4.4,161,1.3,5,8,8,110
3,5,170.1,1.7,5.5,13,16,180
2,5,356,2.2,8,5,16,200
2,5,164,2,5.5,13,16,180
3,5.1,128,1.3,5,13,16,200
2,5.1,128,1.3,5,13,16,180
1,5.1,154,1,5,8,8,100
2,5.1,158,2.2,5,13,16,270
2,5.1,-1,1.5,5.5,13,16,250
2,5.1,-1,1.3,5.5,13,16,320
3,5.1,175,1.4,5.5,21,-1,300
1,5.1,158,1.4,5.5,13,16,190
2,5.1,-1,1.4,5,13,16,120
2,5.1,146,1.2,5,8,16,240
3,5.1,210,2,6,24,64,400
2,5.1,160,1.5,5.5,13,16,170
3,5.1,167,1.5,5.5,13,32,280
3,5.1,133,1.3,5,13,16,150
3,5.1,-1,1.3,5.2,13,16,170
3,5.1,147,1.3,5.5,13,32,290
-1,5.1,138,1.5,5,8,8,140
3,5.1,169,1.5,5.4,21,-1,330
2,5.1,155,1.5,5,13,16,280
3,6,185,2.3,6,16,32,430
2,-1,322,2.2,7.9,8,16,180
2,4.4,185,1.2,5.5,13,16,140
2,5,157,1.2,5,8,16,130
2,5.1,140,1.4,5,13,16,250
1,5.1,153,1.3,5,5,16,120
1,5.1,133.5,1.3,4.5,5,8,70
3,5.1,200,-1,5.5,8,16,340
3,5.1,208,1.3,6,13,64,420
3,5.1,183,1.3,5,8,32,170
1,5.1,153,1.3,5,5,16,90
1,5.1,-1,1.3,5,5,8,170
3,5.1,128,1.3,5,13,16,130
3,5.1,-1,1.3,5.5,13,16,150
1,5.1,-1,1,4.7,8,8,90
2,5.1,145,1.5,5.5,13,16,200
2,5.1,135,1.5,5,13,16,200
4,5.1,159,2,5.2,21,32,420
3,5.1,200,1.8,6,13,32,460
3,5.1,172,1.6,5.5,13,16,380
2,5.1,155,1.6,5.2,13,16,270
1.5,5.1,132,1.5,4.7,13,16,200
3,6,170,2.2,5.5,13,32,300
4,6,666.8,2.4,10,13,64,480
1,4.2,158,1.2,5,13,16,220
2,4.2,-1,1.4,5,8,16,150
